File,Ground_Truth,Stage1_Analysis,Stage2b_Literal,Final_Prediction,CER,WER
Rodrigo_00067_17.png,grande Amor con el que lo que Caçaua trayalo A la cueua y,"1. The language appears to be Spanish.
2. The handwriting style suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries.
3. The legibility is moderate; some letters are clear, while others are more difficult to decipher.
4. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",granse Amor conel qeso que caçana trayalo Asa cuena y,granse Amor conel qeso que cazana trayalo Asa cuena y,0.1930,0.6923
Rodrigo_00106_07.png,"grande de cuerpo assi era muy valiente, e semejaua muy bien","The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderate in legibility, with some characters that are slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.","grande de cuerpo assí era muy valiente, y semejava muy bien","grande de cuerpo assi era muy valiente, y semejava muy bien",0.0339,0.1818
Rodrigo_00185_17.png,tenian en poder e arriteracia. E pusieron Ay a Ranosindo qe,"The document appears to be written in Spanish, using a cursive script that suggests it could be from the 17th or 18th century. The handwriting is moderate in legibility, with some words more clearly written than others. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",Heman en poser 7 arriteracia Epusieron Aya Ranosindo,Heman en poseer 7 arriteracia. Epusieron Aya a Ranosindo,0.1864,0.6364
Rodrigo_00202_04.png,de españa. E dexandose ya el Rei bamba de querer yr,"The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderately legible, with some archaic characters and abbreviations typical of the era. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",de espana - E dexandose ya el Rei bamba dequerer yr,de España - E dexándose ya el Rey bamba de querer yr,0.0980,0.3636
Rodrigo_00340_13.png,mora dixo el Rei Alfonso este sea su nombre y mando,"The language is Old Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderately legible, with consistent letter forms and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",mora dixo el Rei Alfonso este sea su nombre ymancio,mora dixo el Rey Alfonso este sea su nombre ymancio,0.0784,0.2727
Rodrigo_00166_07.png,que non podian Ay venir y fueron los obispos quarenta en,"The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderately legible, with consistent letter forms and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",que non podían ay venir y fueron los obispos quarenta en,que non podian ay venir y fueron los obispos cuarenta en,0.0357,0.1818
Rodrigo_00198_16.png,den muy bien en grandes prisiones hasta que vea que,"1. The language is Spanish, and the script appears to be a form of cursive handwriting.
2. The style of handwriting suggests it could be from the 17th or 18th century, given the ornate and flowing nature of the script.
3. The legibility is moderate, with some parts of the text being more difficult to decipher due to the cursive style.
4. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",den muy bien en grandes prisiones hasta que vea que,den muy bien en grandes prisones hasta que vea que,0.0196,0.1000
Rodrigo_00414_09.png,calez al tablado lanço el bofordo e dio vn tam grand golpe,"The language is Old Spanish, and the handwriting style suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some characters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",calez al tablado lango el bofordo dio un tam grand gospel,calez al tablado lango el bofordo dio un tan grand gospel,0.1897,0.7500
Rodrigo_00408_11.png,quiere dezir defendido y defendedor porque defendio a sus //,"The language is Spanish, and the script appears to be a form of late medieval or early modern cursive handwriting, possibly from the 16th or 17th century. The legibility is moderate, with some parts of the text being clearer than others. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",quiere dezir defendido y defendedor porque defendio assis,quiere dezir defendido y defendedor porque defendio assis,0.0833,0.3000
Rodrigo_00370_00.png,matarian A los christianos y Venian dando tam grandes,"The language used is Latin, and the handwriting appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some parts of the text being clearer than others. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",matarían a los christianos y verían dando tan grandes,matarían a los cristianos y verían dando tan grandes,0.1321,0.5556
Rodrigo_00010_02.png,como .des.cen.dio. Cada vna por si es vna sillaba & Ayuntadas,"The language used is Latin, and the handwriting appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The script is moderately legible, with consistent letter forms and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",como. des. sen. sio. Lada vna porsi es vna sillaba τ Ayuntadas,como. de. sen. sio. Lada una porsi es una sillaba τ Ayuntadas,0.1967,0.8182
Rodrigo_00030_16.png,de moncayo en los llanos de la Ribera del Rio que dizen,"The language is Spanish, and the script appears to be from the 16th or 17th century, judging by the style of handwriting. The legibility is moderate, with some letters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",Demoncayo en los llanos dela Ribera del Rio que dizan,Demoncayo en los llanos de la Ribera del Río que dizan,0.0727,0.3333
Rodrigo_00413_13.png,vinieron A lançar aquel tablado pero nunca ninguno dellos pu,"The document appears to be written in Old Spanish or a similar Romance language, likely from the late medieval to early modern period, judging by the script style. The handwriting is moderate in legibility, with some archaic characters that suggest it was written several centuries ago. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",vinieron Alancar aquel tablado pero nunca ninguno de los pu,"vinieron Alancar aquel tablado, pero nunca ninguno de los pu...",0.1167,0.6000
Rodrigo_00101_19.png,gran compaña de Mancebos consigo e fueron A morar en Ri,"1. The language is Spanish.
2. The handwriting appears to be from the 16th or 17th century, judging by the style and formality.
3. The legibility is moderate; some words are clear, while others are harder to decipher.
4. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",gran compañía de Mancebos consigo e fueron Amorar en Ri,gran compañía de Mancebos consigo y fueron Amorar en Ri,0.0545,0.3636
Rodrigo_00094_01.png,mes de Diziembre y los meses y tiempos cerca del va el sol,"The language is Spanish, and the script appears to be from the 16th or 17th century, judging by the style of the handwriting. The legibility is moderate, with some words more clearly written than others. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",mes de Diziembre y los meses y tiempos cerca del va el sol,mes de Diciembre y los meses y tiempos cercanos al valer el sol,0.1552,0.3077
Rodrigo_00398_18.png,malo qe hizieran rei quando supo qe venia el rei don san,"The language used is Latin, and the handwriting appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some characters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",malo 	que 	hizieran 	rei 	Quando 	supo 	que 	venia 	el 	rei 	don 	san,malo que hizieran rei Quando supo que venia el rei don san,0.0536,0.2500
Rodrigo_00023_02.png,"tre si en esta guisa, Sem Tomo para si a Assia. Cam tomo a","The language is Latin, and the script appears to be from the medieval period, likely between the 12th and 15th centuries. The handwriting is moderate in legibility, with some characters that are slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.","tresi enesta guisa, sem Tomo parasì a Assia. Cam tomo a","tresi enesta guisa, sem Tomo parasi a Assia. Cam tomo a",0.0690,0.5000
Rodrigo_00083_08.png,"dos caualleros y peones, Assi Armados como mejor pudi","The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderate in legibility, with some characters that are slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.","los caballeros y peones, Así armados como mejor pueb","los caballeros y peones, así armados como mejor pued",0.1509,0.5556
Rodrigo_00051_06.png,hercules a alante el estrellero si faria alli la cibdad. E el,"The document appears to be written in Spanish, using a cursive handwriting style that suggests it could be from the 17th or 18th century. The legibility is moderate, with some letters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",hercules a alante el estrelleo si faria alli la abudad. E el,hercules a alante el estrellero si faría allí la abadía. E el,0.1148,0.2500
Rodrigo_00129_00.png,Que Por lid de los enemigos porque eran los Romanos muy,"The language is Old Spanish, and the handwriting style suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some letters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",que por las delos enemigos por que eran los Romanos muy,que por las delos enemigos porque eran los Romanos muy,0.0909,0.4545
Rodrigo_00311_19.png,Mando estonce dar a las mugeres e a los hijos de aquellos que,"1. The language is Spanish.
2. The handwriting appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries.
3. The legibility is moderate; some letters are clear, while others are more difficult to decipher.
4. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",Mando entonces llorar a las mujeres tales hijos de aquellos que,Mando entonces llorar a las mujeres talos hijos de aquellos que,0.1639,0.4615
Rodrigo_00111_24.png,ssaron a,"The language or script used is Latin, and the handwriting appears to be from the 18th or 19th century, judging by the cursive style. The legibility is moderate, as the letters are somewhat clear but not perfectly formed. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",Barona,Barona,0.3750,1.0000
Rodrigo_00071_10.png,fuertes & metio ay gentes que los poblassen. & estouieron assi,"The language is Old Spanish, and the handwriting style suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some characters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",fuentes τ metio ay genfes que los poblaffen. Testowieron assi,fuentes τ metio ay gentes que los poblaffen. Testowieron así,0.1452,0.5455
Rodrigo_00085_03.png,batalla – 21 ¶ De lo que hizo el emperador,"1. The language is Spanish.
2. The handwriting appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries.
3. The legibility is moderate; the script is somewhat cursive, which can make it challenging to read at first glance.
4. There are no margin notes, crossed-out words, multiple columns, or stamps visible in the image.","batalla
Delo que hizo el emperador","batalla
De lo que hizo el emperador",0.1905,0.5000
Rodrigo_00132_02.png,"Mas ciertamente de otra guissa se expone en Daniel, Ca se en","The language used is Spanish, and the handwriting appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The script is moderately legible, with consistent letter forms and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.","Mas ciertamente de otra guisa se expone en Daniel, Case en","Mas ciertamente de otra manera se expone en Daniel, caso en",0.1333,0.2500
Rodrigo_00289_04.png,a fablar de yxen Amiramomelin e de la prission del conde,"The document appears to be written in Old Spanish or a similar Romance language, likely from the late medieval to early modern period, judging by the script style. The handwriting is moderate in legibility, with some characters that are slightly difficult to decipher. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",a fablar de y xen Amiramomelin 7 dela passion de l'onde,a fablar de y xen Amiramomelin 7 dela passion de l'onde,0.1429,0.7273
Rodrigo_00178_13.png,do por Aquella occassion vengarse del Arçobispo porque le,"1. The language appears to be Spanish.
2. The handwriting style suggests it is from the 17th or 18th century.
3. The legibility is moderate; some words are clear, while others are more difficult to decipher.
4. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",do por Aquella occassión Vengarse del Arqobispo porque,do por Aquella ocasión Vengarse del Arzobispo porque,0.1404,0.4444
Rodrigo_00348_04.png,lugares y mato muchos de los moradores. E quando este,"The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderate in legibility, with some variations in letter size and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",sugres y mato muchos delos moradores. E quando este,sugres y mato muchos de los moradores. E quando este,0.0377,0.1000
Rodrigo_00186_00.png,ro el castillo y huyo a Narbona. E conto al Rei Paulo todo,"The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderate in legibility, with some variations in letter size and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",ro el castillo y buyo a Narbona. & conto al rei Paulo todo,ro el castillo y buyo a Narbona. & conto al Rei Paulo todo,0.0345,0.1538
Rodrigo_00178_05.png,Argebado Arçobispo de Narbona entendio muy bien la,"The language used is Latin, and the handwriting appears to be from the Renaissance period, characterized by its cursive style and ornate flourishes. The legibility is moderate, with some parts slightly difficult to decipher due to the cursive nature of the script. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",Argebado Arçobispo de Narbona entendió muy bien la,Argebado Arzobispo de Narbona entendió muy bien la,0.0400,0.2500
Rodrigo_00107_22.png,blar de las Amazonas y torna A contar de como,"The document appears to be written in Spanish, using a cursive script that suggests it could be from the 16th or 17th century. The handwriting is moderate in legibility, with some letters being more distinct than others. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",Isar delas Amazonas y torna Acontar desomo,Isar de las Amazonas y torna Acontar desomo,0.1111,0.5000
Rodrigo_00322_11.png,miro qe fue en la hera de ochocientos y sesenta e,"1. The language is Spanish.
2. The handwriting appears to be from the 17th or 18th century, judging by the style and formality of the script.
3. The legibility is moderate, with some letters being slightly difficult to decipher.
4. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",miro 79 fue en la gera de ochocientos y sesenta,miro 79 fue en la geria de ochocientos y sesenta,0.1224,0.2727
Rodrigo_00280_16.png,apoderado de tantas e tam fuertes gentes fizo tomar cier,"1. The language appears to be Spanish.
2. The handwriting style suggests it is from the late medieval to early modern period, possibly between the 15th and 17th centuries.
3. The legibility is moderate, with some letters being somewhat difficult to decipher.
4. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",apoderado de tantas fam fuertes gentes hizo tomar caer,apoderado de tantas fama fuertes gentes hizo tomar caer,0.1071,0.4000
Rodrigo_00064_19.png,& tomo su muger consigo & su caualleria y fuesse por la,"1. The language appears to be Spanish, given the words like ""consigo"" and ""y fuesse.""
2. The handwriting style suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries.
3. The legibility is moderate; the script is somewhat cursive, which can make it challenging to read at first glance.
4. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",Tomo Sumuger consigo y su cavalleria y fuesse por la,Tomo Sumuger consigo y su caballería y fuese por la,0.1636,0.5833
Rodrigo_00128_01.png,La monja dixole assi. estos vasos y estas joyas me encomendaron,"The language used is Old Spanish, and the handwriting style suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some characters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",La monja dixole assí. estos vasos y estas joyas me encomendaron,La monja dixole así. estos vasos y estas joyas me encomendaron,0.0317,0.0909
Rodrigo_00231_13.png,de muchas guissas. E las Amazonas las sus mugeres de /,"The language is Spanish, and the script appears to be a form of late medieval or early modern calligraphy, possibly from the 16th or 17th century. The handwriting is moderate in legibility, with consistent letter forms and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",de muchas guerras. Y las Amazonas las sus mujeres de,de muchas guerras. Y las Amazonas sus mujeres de,0.2037,0.4545
Rodrigo_00266_09.png,"fonso en muchas grandezas e honrras, enpero nunca quiso par","1. The language is Spanish.
2. The handwriting appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries, given the style of the script.
3. The legibility is moderate; the script is somewhat cursive, which can make it challenging to read at first glance.
4. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.","fonso en muchas grandezas y honras, empero nunca quiso par","fonso en muchas grandezas y honras, empero nunca quiso par",0.0508,0.3000
Rodrigo_00293_04.png,fijo. e qe el rei don Alfonso qe lo recibio por hijo por quanto nō,"The language is Old Spanish, and the handwriting style suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some parts of the text being clearer than others. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",fiso. 7 q el rei don Alfonso q lo recibio por fiso por quanto no,fiso. 7 que el rey don Alfonso que lo recibió por fiso por quanto no,0.1364,0.5333
Rodrigo_00252_13.png,fincaron y escaparon qe nrō señor los quiso Amparar y,"The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderate in legibility, with some variations in letter size and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",fincaron y escaparon nuestro señor los quiso Amparar y,fincaron y escaparon nuestro Señor los quiso Amparar y,0.1132,0.3000
Rodrigo_00191_15.png,señas porque cuidassemos qe auia avn de venir otra ca,"The language is Old Spanish, and the handwriting style suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some characters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",Señas por que cuidassemos (Q avia ayn de venir otra ca,Señas por que cuidassemos (Qavia ayn de venir otra ca,0.1321,0.6000
Rodrigo_00381_17.png,diego laynes que ge lo dixesse al conde por todos aquellos,"The language is Latin, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderately legible, with consistent letter forms and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",diego saynes quegelo sixesse' alconde' por todos aquellos,diego saynes quegelo sexesse' alconde' por todos aquellos,0.1379,0.6364
Rodrigo_00343_15.png,e don hermegillo obispo de Ouiedo e don diego obispo de,"The document appears to be written in Latin script. The handwriting style suggests it is from the medieval period, likely between the 12th and 15th centuries. The legibility is moderate, with some parts slightly blurred, but the text is generally readable. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",7 don Hermegildo obispo de Oviedo 7 don Diego obispo de,7 don Hermegildo obispo de OViedo 7 don Diego obispo de,0.1091,0.4545
Rodrigo_00246_22.png,de su nombre. Y de alli fuesse a la villa que es cerca del,"1. The language appears to be Spanish, given the use of words like ""nombre"" and ""villa.""
2. The handwriting style suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries.
3. The legibility is moderate; the script is somewhat cursive, which can make it challenging to read at first glance.
4. There are no visible margin notes, crossed-out words, multiple columns, or stamps in the provided image.",desu nombre. Y de assi fuesse alla villa quess cerca del,desu nombre. Y de assi fuese alla villa que es cerca del,0.0862,0.4286
Rodrigo_00090_12.png,auasallado respondiesse á Roma cada qe lo llamasse a sus,"The language used is Latin, and the handwriting appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some parts of the text being clearer than others. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",anasallado responsiisse á Roma cada q lo llamasse a sus,anasallado responsiisse a Roma cada q lo llamasse a sus,0.0893,0.4000
Rodrigo_00301_16.png,los moros qe dentro entrauan y ellos dixeron qe estauan yā,"The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderate in legibility, with some variations in letter size and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",los moros q dentro entravan y ellos dixeron q estavan ya,los moros que dentro entravan y ellos dixeron que estavan ya,0.0862,0.4545
Rodrigo_00305_01.png,la otra. y bernardo fue contra los moros qe yuan con,"The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderately legible, with consistent letter forms and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",la otra y bernardo fue contra los moros q' y van con,la otra y Bernardo fue contra los moros que van con,0.0962,0.3636
Rodrigo_00190_08.png,A ayudar e entre en esta cibdad. E pues non fiedes en el,"The document appears to be written in Old Spanish or a related Romance language, likely from the medieval period, judging by the script style. The handwriting is moderate in legibility, with some letters that are slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.","A ayudar τ entre enesta cibna
E pues non fieles enel","A ayudar τ entre enesta cibra
E pues non fieles enel",0.1429,0.6154
Rodrigo_00123_19.png,Stilian e del Robo de Italia,"The document appears to be written in Latin script. The handwriting suggests it is from the late medieval to early modern period, likely between the 15th and 17th centuries. The legibility is moderate, with some characters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",Miguel del Robo de Italia,Miguel del Robo de Italia,0.2857,0.3333
Rodrigo_00207_22.png,ocho dias Andados y fueron en el cinco y mas treinta obispos,"The language is Spanish, and the script appears to be from the 16th or 17th century, judging by the style of the handwriting. The legibility is moderate, with some letters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",ocho días andados y fueron en el cinco y mas treinta obispos,ochos días andados y fueron en el cinco y más treinta obispos,0.0667,0.3333
Rodrigo_00284_12.png,cuenca e Alarcon e moya y plazencia e beja e Alarcos e cala,"The language is Spanish, and the script appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries. The handwriting is moderate in legibility, with consistent letter forms and spacing. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",cuenca  τ  Alarcon  τ  moya  y  plazencia  τ  besa  τ  Alarcos  τ  casa,cuenca τ Alarcon τ moya y plazencia τ besa τ Alarcos τ casa,0.1186,0.5385
Rodrigo_00230_14.png,Rodrigo postrimero Rei de los godos qe perdio la tierra /,"The language used is Latin, and the handwriting appears to be from the medieval period, likely between the 12th and 15th centuries. The legibility is moderate, with some characters being slightly difficult to decipher. There are no special features such as margin notes, crossed-out words, multiple columns, or stamps visible in the image.",Rodrigo pastrimero Rei delos godos a perdio patierra,"Rodrigo
pastrimero
Rei
delos
godos
a
perdio
patierra",0.2632,1.0000
Rodrigo_00338_08.png,y entre los otros mato vno que dezian alhaman a que los,"1. The language is Spanish.
2. The handwriting appears to be from the late medieval to early modern period, likely between the 15th and 17th centuries.
3. The legibility is moderate; the script is somewhat cursive but generally clear.
4. There are no margin notes, crossed-out words, multiple columns, or stamps visible in the image.",y entre los otros mato uno que dezian al haman aque los,y entre los otros mato uno que decían al hamán aquellos,0.1273,0.5000
